'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV'
'0:04.688',-0.032,-0.098,-0.066,0.066,0.016,-0.082,0.019,-0.159,-0.200,-0.175,-0.116,-0.078
'0:04.689',-0.037,-0.103,-0.066,0.071,0.014,-0.084,0.019,-0.163,-0.200,-0.175,-0.119,-0.081
'0:04.690',-0.042,-0.100,-0.058,0.071,0.008,-0.079,0.022,-0.153,-0.200,-0.175,-0.119,-0.081
'0:04.691',-0.044,-0.100,-0.056,0.072,0.006,-0.078,0.025,-0.156,-0.200,-0.175,-0.119,-0.081
'0:04.692',-0.047,-0.103,-0.056,0.075,0.004,-0.080,0.016,-0.159,-0.197,-0.172,-0.119,-0.084
'0:04.693',-0.047,-0.106,-0.059,0.077,0.006,-0.083,0.012,-0.163,-0.200,-0.169,-0.119,-0.088
'0:04.694',-0.045,-0.104,-0.059,0.075,0.007,-0.082,0.022,-0.163,-0.200,-0.169,-0.119,-0.084
'0:04.695',-0.044,-0.106,-0.062,0.075,0.009,-0.084,0.019,-0.163,-0.200,-0.175,-0.119,-0.081
'0:04.696',-0.048,-0.105,-0.057,0.077,0.004,-0.081,0.019,-0.163,-0.203,-0.178,-0.119,-0.081
'0:04.697',-0.047,-0.106,-0.059,0.077,0.006,-0.083,0.019,-0.163,-0.206,-0.181,-0.119,-0.081
'0:04.698',-0.046,-0.108,-0.062,0.077,0.008,-0.085,0.019,-0.159,-0.203,-0.181,-0.125,-0.081
'0:04.699',-0.047,-0.109,-0.062,0.078,0.008,-0.086,0.019,-0.163,-0.200,-0.181,-0.125,-0.088
'0:04.700',-0.050,-0.109,-0.059,0.080,0.004,-0.084,0.019,-0.166,-0.203,-0.181,-0.125,-0.088
'0:04.701',-0.050,-0.106,-0.056,0.078,0.003,-0.081,0.019,-0.169,-0.213,-0.181,-0.125,-0.088
'0:04.702',-0.047,-0.112,-0.066,0.080,0.009,-0.089,0.019,-0.172,-0.206,-0.188,-0.125,-0.088
'0:04.703',-0.047,-0.112,-0.066,0.080,0.009,-0.089,0.019,-0.175,-0.213,-0.188,-0.125,-0.088
'0:04.704',-0.049,-0.112,-0.064,0.081,0.008,-0.088,0.016,-0.175,-0.213,-0.191,-0.128,-0.091
'0:04.705',-0.047,-0.112,-0.066,0.080,0.009,-0.089,0.019,-0.175,-0.213,-0.188,-0.131,-0.094
'0:04.706',-0.050,-0.111,-0.061,0.081,0.005,-0.086,0.016,-0.181,-0.209,-0.194,-0.137,-0.094
'0:04.707',-0.050,-0.112,-0.062,0.081,0.006,-0.088,0.019,-0.181,-0.213,-0.194,-0.137,-0.094
'0:04.708',-0.048,-0.111,-0.063,0.080,0.008,-0.088,0.019,-0.178,-0.216,-0.194,-0.137,-0.091
'0:04.709',-0.050,-0.112,-0.062,0.081,0.006,-0.088,0.019,-0.181,-0.219,-0.194,-0.137,-0.094
'0:04.710',-0.047,-0.112,-0.066,0.080,0.009,-0.089,0.019,-0.178,-0.219,-0.197,-0.134,-0.094
'0:04.711',-0.047,-0.116,-0.069,0.081,0.011,-0.093,0.012,-0.175,-0.219,-0.194,-0.137,-0.094
'0:04.712',-0.047,-0.112,-0.066,0.080,0.009,-0.089,0.019,-0.178,-0.219,-0.194,-0.137,-0.088
'0:04.713',-0.047,-0.112,-0.066,0.080,0.009,-0.089,0.019,-0.181,-0.219,-0.194,-0.137,-0.094
'0:04.714',-0.041,-0.111,-0.071,0.076,0.015,-0.091,0.019,-0.184,-0.225,-0.194,-0.137,-0.091
'0:04.715',-0.034,-0.109,-0.075,0.072,0.020,-0.093,0.019,-0.188,-0.231,-0.194,-0.137,-0.094
'0:04.716',-0.037,-0.111,-0.073,0.074,0.018,-0.092,0.016,-0.188,-0.231,-0.197,-0.141,-0.103
'0:04.717',-0.037,-0.112,-0.075,0.075,0.019,-0.094,0.012,-0.194,-0.231,-0.194,-0.144,-0.100
'0:04.718',-0.039,-0.112,-0.074,0.076,0.018,-0.093,0.016,-0.194,-0.231,-0.200,-0.144,-0.103
'0:04.719',-0.037,-0.112,-0.075,0.075,0.019,-0.094,0.019,-0.194,-0.231,-0.200,-0.144,-0.100
'0:04.720',-0.039,-0.111,-0.072,0.076,0.016,-0.092,0.012,-0.194,-0.234,-0.203,-0.144,-0.100
'0:04.721',-0.037,-0.112,-0.075,0.075,0.019,-0.094,0.019,-0.194,-0.231,-0.206,-0.144,-0.100
'0:04.722',-0.039,-0.112,-0.073,0.076,0.017,-0.093,0.016,-0.191,-0.234,-0.206,-0.150,-0.100
'0:04.723',-0.037,-0.112,-0.075,0.075,0.019,-0.094,0.012,-0.188,-0.238,-0.206,-0.150,-0.100
'0:04.724',-0.041,-0.114,-0.073,0.077,0.016,-0.094,0.012,-0.191,-0.238,-0.212,-0.150,-0.100
'0:04.725',-0.044,-0.116,-0.072,0.080,0.014,-0.094,0.012,-0.194,-0.238,-0.206,-0.150,-0.100
'0:04.726',-0.041,-0.117,-0.076,0.079,0.018,-0.097,0.012,-0.191,-0.241,-0.209,-0.150,-0.103
'0:04.727',-0.044,-0.119,-0.075,0.081,0.016,-0.097,0.012,-0.194,-0.244,-0.206,-0.150,-0.106
'0:04.728',-0.047,-0.120,-0.073,0.084,0.013,-0.097,0.019,-0.194,-0.241,-0.203,-0.147,-0.100
'0:04.729',-0.047,-0.122,-0.075,0.084,0.014,-0.099,0.019,-0.194,-0.244,-0.200,-0.144,-0.100
'0:04.730',-0.044,-0.124,-0.080,0.084,0.018,-0.102,0.016,-0.191,-0.247,-0.203,-0.147,-0.103
'0:04.731',-0.041,-0.122,-0.081,0.081,0.020,-0.102,0.012,-0.194,-0.250,-0.206,-0.150,-0.106
'0:04.732',-0.037,-0.122,-0.084,0.080,0.023,-0.103,0.019,-0.194,-0.247,-0.206,-0.147,-0.106
'0:04.733',-0.037,-0.122,-0.084,0.080,0.023,-0.103,0.019,-0.194,-0.250,-0.206,-0.150,-0.106
'0:04.734',-0.042,-0.123,-0.081,0.083,0.019,-0.103,0.019,-0.194,-0.244,-0.200,-0.153,-0.103
'0:04.735',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.019,-0.194,-0.244,-0.200,-0.156,-0.100
'0:04.736',-0.048,-0.125,-0.077,0.087,0.014,-0.101,0.016,-0.194,-0.244,-0.200,-0.156,-0.103
'0:04.737',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.019,-0.194,-0.244,-0.200,-0.156,-0.100
'0:04.738',-0.053,-0.123,-0.070,0.088,0.008,-0.097,0.019,-0.197,-0.238,-0.200,-0.153,-0.106
'0:04.739',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.019,-0.200,-0.238,-0.200,-0.150,-0.106
'0:04.740',-0.050,-0.124,-0.074,0.087,0.012,-0.099,0.019,-0.200,-0.238,-0.203,-0.153,-0.106
'0:04.741',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.019,-0.200,-0.238,-0.206,-0.162,-0.106
'0:04.742',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.016,-0.203,-0.238,-0.206,-0.159,-0.109
'0:04.743',-0.050,-0.128,-0.078,0.089,0.014,-0.103,0.019,-0.206,-0.238,-0.206,-0.162,-0.113
'0:04.744',-0.050,-0.126,-0.076,0.088,0.013,-0.101,0.019,-0.200,-0.238,-0.209,-0.162,-0.113
'0:04.745',-0.053,-0.128,-0.075,0.091,0.011,-0.102,0.019,-0.200,-0.238,-0.212,-0.162,-0.113
'0:04.746',-0.051,-0.125,-0.074,0.088,0.011,-0.099,0.022,-0.203,-0.238,-0.212,-0.169,-0.113
'0:04.747',-0.050,-0.122,-0.072,0.086,0.011,-0.097,0.019,-0.206,-0.238,-0.219,-0.169,-0.119
'0:04.748',-0.052,-0.125,-0.073,0.089,0.011,-0.099,0.019,-0.209,-0.238,-0.209,-0.169,-0.109
'0:04.749',-0.053,-0.125,-0.072,0.089,0.009,-0.099,0.019,-0.213,-0.238,-0.212,-0.169,-0.113
'0:04.750',-0.053,-0.126,-0.073,0.090,0.010,-0.100,0.016,-0.216,-0.238,-0.216,-0.166,-0.116
'0:04.751',-0.053,-0.125,-0.072,0.089,0.009,-0.099,0.012,-0.213,-0.244,-0.219,-0.169,-0.119
'0:04.752',-0.050,-0.124,-0.074,0.087,0.012,-0.099,0.012,-0.216,-0.247,-0.222,-0.172,-0.113
'0:04.753',-0.050,-0.122,-0.072,0.086,0.011,-0.097,0.012,-0.213,-0.250,-0.225,-0.169,-0.113
'0:04.754',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.009,-0.213,-0.250,-0.225,-0.169,-0.122
'0:04.755',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.006,-0.213,-0.250,-0.225,-0.169,-0.125
'0:04.756',-0.050,-0.126,-0.076,0.088,0.013,-0.101,0.003,-0.216,-0.250,-0.225,-0.175,-0.125
'0:04.757',-0.050,-0.128,-0.078,0.089,0.014,-0.103,0.000,-0.213,-0.250,-0.225,-0.169,-0.125
'0:04.758',-0.050,-0.128,-0.078,0.089,0.014,-0.103,0.009,-0.209,-0.244,-0.222,-0.175,-0.122
'0:04.759',-0.050,-0.128,-0.078,0.089,0.014,-0.103,0.006,-0.213,-0.244,-0.219,-0.169,-0.119
'0:04.760',-0.050,-0.128,-0.078,0.089,0.014,-0.103,0.009,-0.213,-0.250,-0.219,-0.169,-0.119
'0:04.761',-0.053,-0.131,-0.078,0.092,0.013,-0.105,0.006,-0.213,-0.250,-0.219,-0.175,-0.119
'0:04.762',-0.051,-0.129,-0.078,0.091,0.013,-0.104,0.003,-0.209,-0.253,-0.219,-0.175,-0.119
'0:04.763',-0.053,-0.131,-0.078,0.092,0.013,-0.105,0.006,-0.213,-0.256,-0.219,-0.175,-0.119
'0:04.764',-0.053,-0.130,-0.077,0.092,0.012,-0.104,0.006,-0.216,-0.253,-0.225,-0.175,-0.119
'0:04.765',-0.053,-0.128,-0.075,0.091,0.011,-0.102,0.006,-0.219,-0.250,-0.219,-0.175,-0.119
'0:04.766',-0.052,-0.128,-0.076,0.090,0.012,-0.103,0.009,-0.219,-0.250,-0.222,-0.172,-0.119
'0:04.767',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.006,-0.219,-0.250,-0.225,-0.169,-0.119
'0:04.768',-0.046,-0.125,-0.079,0.086,0.017,-0.103,0.006,-0.219,-0.250,-0.228,-0.172,-0.119
'0:04.769',-0.044,-0.125,-0.081,0.084,0.019,-0.103,0.012,-0.219,-0.250,-0.231,-0.175,-0.119
'0:04.770',-0.045,-0.125,-0.080,0.085,0.018,-0.103,0.009,-0.222,-0.250,-0.231,-0.172,-0.119
'0:04.771',-0.047,-0.125,-0.078,0.086,0.016,-0.102,0.012,-0.225,-0.250,-0.231,-0.169,-0.119
'0:04.772',-0.045,-0.126,-0.081,0.086,0.018,-0.104,0.012,-0.222,-0.250,-0.231,-0.169,-0.119
'0:04.773',-0.047,-0.128,-0.081,0.088,0.017,-0.105,0.012,-0.219,-0.250,-0.231,-0.169,-0.119
'0:04.774',-0.042,-0.125,-0.082,0.084,0.020,-0.104,0.009,-0.225,-0.259,-0.231,-0.178,-0.122
'0:04.775',-0.041,-0.125,-0.084,0.083,0.022,-0.105,0.006,-0.219,-0.263,-0.231,-0.175,-0.125
'0:04.776',-0.044,-0.125,-0.081,0.084,0.019,-0.103,0.009,-0.225,-0.259,-0.228,-0.172,-0.125
'0:04.777',-0.044,-0.128,-0.084,0.086,0.020,-0.106,0.012,-0.219,-0.263,-0.225,-0.175,-0.125
'0:04.778',-0.044,-0.129,-0.086,0.087,0.021,-0.108,0.009,-0.219,-0.259,-0.225,-0.175,-0.125
'0:04.779',-0.047,-0.131,-0.084,0.089,0.019,-0.108,0.012,-0.219,-0.256,-0.225,-0.175,-0.125
'0:04.780',-0.047,-0.136,-0.089,0.091,0.021,-0.112,0.006,-0.219,-0.256,-0.234,-0.172,-0.125
'0:04.781',-0.047,-0.138,-0.091,0.092,0.022,-0.114,0.006,-0.219,-0.256,-0.231,-0.175,-0.125
'0:04.782',-0.047,-0.138,-0.091,0.092,0.022,-0.114,0.006,-0.222,-0.259,-0.231,-0.175,-0.125
'0:04.783',-0.047,-0.134,-0.087,0.091,0.020,-0.111,0.012,-0.213,-0.263,-0.231,-0.175,-0.125
'0:04.784',-0.053,-0.136,-0.083,0.095,0.015,-0.110,0.009,-0.222,-0.259,-0.231,-0.175,-0.122
'0:04.785',-0.056,-0.134,-0.078,0.096,0.011,-0.106,0.006,-0.219,-0.256,-0.231,-0.175,-0.119
'0:04.786',-0.056,-0.134,-0.078,0.096,0.011,-0.106,0.009,-0.225,-0.256,-0.231,-0.169,-0.116
'0:04.787',-0.056,-0.134,-0.078,0.096,0.011,-0.106,0.012,-0.219,-0.256,-0.231,-0.169,-0.113
'0:04.788',-0.057,-0.133,-0.076,0.096,0.009,-0.104,0.012,-0.216,-0.266,-0.231,-0.175,-0.125
'0:04.789',-0.059,-0.134,-0.075,0.097,0.008,-0.105,0.012,-0.219,-0.263,-0.238,-0.175,-0.125
'0:04.790',-0.056,-0.130,-0.074,0.093,0.009,-0.102,0.003,-0.219,-0.269,-0.228,-0.172,-0.128
'0:04.791',-0.053,-0.128,-0.075,0.091,0.011,-0.102,0.006,-0.219,-0.263,-0.231,-0.169,-0.131
'0:04.792',-0.052,-0.128,-0.076,0.090,0.012,-0.103,0.009,-0.219,-0.266,-0.222,-0.178,-0.128
'0:04.793',-0.053,-0.128,-0.075,0.091,0.011,-0.102,0.006,-0.219,-0.263,-0.219,-0.181,-0.125
'0:04.794',-0.052,-0.130,-0.078,0.091,0.013,-0.104,0.012,-0.213,-0.259,-0.222,-0.175,-0.122
'0:04.795',-0.053,-0.128,-0.075,0.091,0.011,-0.102,0.012,-0.213,-0.263,-0.225,-0.181,-0.119
'0:04.796',-0.053,-0.128,-0.075,0.091,0.011,-0.102,0.016,-0.213,-0.259,-0.222,-0.181,-0.119
'0:04.797',-0.053,-0.128,-0.075,0.091,0.011,-0.102,0.012,-0.213,-0.256,-0.219,-0.181,-0.119
'0:04.798',-0.054,-0.128,-0.074,0.091,0.009,-0.101,0.012,-0.219,-0.256,-0.219,-0.181,-0.119
'0:04.799',-0.056,-0.128,-0.072,0.092,0.008,-0.100,0.012,-0.219,-0.256,-0.219,-0.181,-0.119
'0:04.800',-0.061,-0.133,-0.072,0.097,0.006,-0.103,0.012,-0.216,-0.256,-0.216,-0.178,-0.119
'0:04.801',-0.062,-0.134,-0.072,0.099,0.004,-0.103,0.012,-0.213,-0.256,-0.219,-0.175,-0.119
'0:04.802',-0.059,-0.133,-0.074,0.096,0.007,-0.104,0.016,-0.216,-0.266,-0.219,-0.175,-0.119
'0:04.803',-0.056,-0.131,-0.075,0.094,0.009,-0.103,0.012,-0.219,-0.263,-0.225,-0.175,-0.119
'0:04.804',-0.056,-0.136,-0.079,0.096,0.011,-0.108,0.016,-0.213,-0.259,-0.225,-0.175,-0.119
'0:04.805',-0.056,-0.134,-0.078,0.096,0.011,-0.106,0.019,-0.213,-0.256,-0.225,-0.175,-0.119
'0:04.806',-0.056,-0.131,-0.075,0.094,0.009,-0.103,0.019,-0.213,-0.253,-0.225,-0.172,-0.119
'0:04.807',-0.056,-0.131,-0.075,0.094,0.009,-0.103,0.019,-0.213,-0.250,-0.225,-0.175,-0.119
'0:04.808',-0.049,-0.131,-0.082,0.090,0.017,-0.107,0.019,-0.216,-0.253,-0.225,-0.178,-0.119
'0:04.809',-0.044,-0.131,-0.087,0.088,0.022,-0.109,0.019,-0.219,-0.256,-0.225,-0.181,-0.119
'0:04.810',-0.044,-0.128,-0.084,0.086,0.020,-0.106,0.019,-0.222,-0.253,-0.228,-0.178,-0.119
'0:04.811',-0.044,-0.128,-0.084,0.086,0.020,-0.106,0.019,-0.225,-0.256,-0.231,-0.175,-0.119
'0:04.812',-0.047,-0.126,-0.079,0.087,0.016,-0.103,0.022,-0.219,-0.250,-0.228,-0.175,-0.122
'0:04.813',-0.050,-0.131,-0.081,0.091,0.016,-0.106,0.019,-0.225,-0.244,-0.225,-0.175,-0.125
'0:04.814',-0.051,-0.133,-0.081,0.092,0.015,-0.107,0.022,-0.222,-0.250,-0.225,-0.172,-0.122
'0:04.815',-0.053,-0.134,-0.081,0.094,0.014,-0.108,0.019,-0.213,-0.244,-0.225,-0.175,-0.119
'0:04.816',-0.049,-0.136,-0.087,0.092,0.019,-0.112,0.019,-0.209,-0.244,-0.225,-0.175,-0.119
'0:04.817',-0.050,-0.134,-0.084,0.092,0.017,-0.109,0.025,-0.206,-0.244,-0.225,-0.175,-0.119
'0:04.818',-0.054,-0.138,-0.083,0.096,0.014,-0.111,0.019,-0.213,-0.247,-0.225,-0.175,-0.122
'0:04.819',-0.053,-0.138,-0.084,0.096,0.016,-0.111,0.019,-0.213,-0.250,-0.225,-0.175,-0.119
'0:04.820',-0.054,-0.142,-0.088,0.099,0.017,-0.116,0.019,-0.219,-0.250,-0.234,-0.184,-0.125
'0:04.821',-0.053,-0.144,-0.091,0.099,0.019,-0.118,0.019,-0.219,-0.250,-0.238,-0.188,-0.125
'0:04.822',-0.049,-0.148,-0.099,0.099,0.025,-0.124,0.016,-0.219,-0.253,-0.238,-0.188,-0.125
'0:04.823',-0.044,-0.147,-0.103,0.096,0.029,-0.125,0.019,-0.219,-0.256,-0.238,-0.188,-0.125
'0:04.824',-0.039,-0.139,-0.100,0.089,0.030,-0.120,0.016,-0.216,-0.253,-0.238,-0.188,-0.128
'0:04.825',-0.034,-0.138,-0.103,0.086,0.034,-0.121,0.012,-0.219,-0.256,-0.238,-0.181,-0.125
'0:04.826',-0.031,-0.130,-0.099,0.081,0.034,-0.114,0.019,-0.216,-0.250,-0.231,-0.178,-0.125
'0:04.827',-0.025,-0.128,-0.103,0.077,0.039,-0.116,0.019,-0.219,-0.250,-0.231,-0.175,-0.125
'0:04.828',-0.026,-0.122,-0.096,0.074,0.034,-0.109,0.016,-0.209,-0.250,-0.222,-0.172,-0.125
'0:04.829',-0.025,-0.116,-0.091,0.071,0.033,-0.103,0.012,-0.200,-0.244,-0.219,-0.175,-0.119
'0:04.830',-0.026,-0.106,-0.080,0.066,0.027,-0.093,0.022,-0.191,-0.234,-0.209,-0.166,-0.109
'0:04.831',-0.028,-0.091,-0.062,0.059,0.017,-0.077,0.037,-0.181,-0.225,-0.200,-0.156,-0.106
'0:04.832',-0.027,-0.081,-0.054,0.054,0.014,-0.068,0.044,-0.175,-0.219,-0.194,-0.150,-0.097
'0:04.833',-0.028,-0.075,-0.047,0.052,0.009,-0.061,0.050,-0.169,-0.206,-0.188,-0.144,-0.094
'0:04.834',-0.029,-0.066,-0.036,0.048,0.003,-0.051,0.056,-0.166,-0.209,-0.188,-0.141,-0.094
'0:04.835',-0.028,-0.059,-0.031,0.044,0.001,-0.046,0.050,-0.163,-0.206,-0.188,-0.137,-0.094
'0:04.836',-0.021,-0.054,-0.034,0.038,0.006,-0.044,0.050,-0.169,-0.203,-0.188,-0.141,-0.088
'0:04.837',-0.016,-0.050,-0.034,0.033,0.009,-0.043,0.050,-0.169,-0.206,-0.181,-0.137,-0.081
'0:04.838',-0.014,-0.047,-0.033,0.031,0.009,-0.040,0.053,-0.169,-0.200,-0.181,-0.134,-0.081
'0:04.839',-0.012,-0.041,-0.028,0.027,0.008,-0.034,0.050,-0.169,-0.200,-0.175,-0.131,-0.081
'0:04.840',-0.014,-0.039,-0.026,0.027,0.006,-0.033,0.053,-0.172,-0.200,-0.175,-0.131,-0.081
'0:04.841',-0.016,-0.038,-0.022,0.027,0.003,-0.030,0.056,-0.163,-0.200,-0.175,-0.131,-0.081
'0:04.842',-0.009,-0.038,-0.028,0.024,0.009,-0.033,0.047,-0.159,-0.197,-0.175,-0.131,-0.084
'0:04.843',-0.006,-0.038,-0.031,0.022,0.013,-0.034,0.044,-0.156,-0.194,-0.175,-0.131,-0.088
'0:04.844',0.000,-0.041,-0.041,0.021,0.020,-0.041,0.034,-0.163,-0.200,-0.175,-0.134,-0.088
'0:04.845',0.003,-0.047,-0.050,0.022,0.026,-0.049,0.031,-0.163,-0.200,-0.175,-0.137,-0.088
'0:04.846',0.003,-0.049,-0.052,0.023,0.028,-0.051,0.025,-0.163,-0.200,-0.178,-0.134,-0.088
'0:04.847',0.003,-0.050,-0.053,0.024,0.028,-0.052,0.019,-0.163,-0.200,-0.175,-0.131,-0.088
'0:04.848',0.005,-0.053,-0.058,0.024,0.031,-0.056,0.012,-0.163,-0.200,-0.178,-0.134,-0.094
'0:04.849',0.003,-0.053,-0.056,0.025,0.029,-0.055,0.012,-0.163,-0.194,-0.175,-0.131,-0.088
'0:04.850',0.011,-0.046,-0.056,0.018,0.033,-0.051,0.012,-0.159,-0.191,-0.172,-0.128,-0.084
'0:04.851',0.016,-0.038,-0.053,0.011,0.034,-0.046,0.012,-0.150,-0.188,-0.169,-0.125,-0.075
'0:04.852',0.016,-0.028,-0.044,0.006,0.029,-0.036,0.012,-0.153,-0.181,-0.163,-0.119,-0.075
'0:04.853',0.016,-0.019,-0.034,0.002,0.025,-0.027,0.012,-0.144,-0.175,-0.156,-0.106,-0.069
'0:04.854',0.016,-0.013,-0.028,-0.001,0.022,-0.021,0.016,-0.134,-0.172,-0.150,-0.103,-0.059
'0:04.855',0.012,-0.009,-0.022,-0.001,0.017,-0.016,0.012,-0.131,-0.169,-0.150,-0.100,-0.050
'0:04.856',0.006,-0.002,-0.008,-0.002,0.007,-0.005,0.016,-0.138,-0.172,-0.150,-0.097,-0.056
'0:04.857',0.006,0.003,-0.003,-0.004,0.004,0.000,0.019,-0.138,-0.169,-0.150,-0.100,-0.056
'0:04.858',0.009,0.008,-0.001,-0.009,0.005,0.003,0.019,-0.138,-0.169,-0.153,-0.103,-0.059
'0:04.859',0.006,0.013,0.006,-0.009,0.000,0.009,0.019,-0.138,-0.169,-0.150,-0.100,-0.056
'0:04.860',0.006,0.009,0.003,-0.007,0.001,0.006,0.019,-0.134,-0.169,-0.150,-0.091,-0.047
'0:04.861',0.003,0.009,0.006,-0.006,-0.002,0.007,0.019,-0.138,-0.169,-0.150,-0.094,-0.050
'0:04.862',0.003,0.013,0.009,-0.007,-0.003,0.011,0.016,-0.138,-0.169,-0.147,-0.094,-0.050
'0:04.863',0.003,0.013,0.009,-0.007,-0.003,0.011,0.012,-0.138,-0.169,-0.150,-0.094,-0.050
'0:04.864',0.002,0.013,0.011,-0.007,-0.004,0.011,0.016,-0.144,-0.172,-0.147,-0.094,-0.050
'0:04.865',-0.006,0.013,0.019,-0.003,-0.012,0.016,0.019,-0.144,-0.169,-0.144,-0.100,-0.050
'0:04.866',-0.014,0.006,0.020,0.004,-0.017,0.013,0.022,-0.144,-0.172,-0.147,-0.100,-0.050
'0:04.867',-0.016,0.003,0.019,0.006,-0.017,0.011,0.025,-0.144,-0.175,-0.150,-0.100,-0.050
'0:04.868',-0.020,0.000,0.020,0.010,-0.020,0.010,0.031,-0.144,-0.175,-0.147,-0.100,-0.053
'0:04.869',-0.025,-0.006,0.019,0.016,-0.022,0.006,0.031,-0.144,-0.175,-0.150,-0.100,-0.050
'0:04.870',-0.024,-0.011,0.013,0.018,-0.019,0.001,0.031,-0.147,-0.175,-0.144,-0.100,-0.050
'0:04.871',-0.022,-0.019,0.003,0.021,-0.012,-0.008,0.031,-0.150,-0.175,-0.150,-0.100,-0.050
'0:04.872',-0.014,-0.025,-0.011,0.020,-0.002,-0.018,0.034,-0.150,-0.172,-0.150,-0.100,-0.053
'0:04.873',-0.006,-0.028,-0.022,0.018,0.008,-0.025,0.031,-0.150,-0.175,-0.156,-0.106,-0.056
'0:04.874',-0.008,-0.033,-0.026,0.021,0.009,-0.029,0.022,-0.153,-0.178,-0.159,-0.112,-0.059
'0:04.875',-0.009,-0.038,-0.028,0.024,0.009,-0.033,0.019,-0.150,-0.175,-0.150,-0.112,-0.063
'0:04.876',-0.011,-0.044,-0.033,0.028,0.011,-0.039,0.022,-0.159,-0.178,-0.156,-0.109,-0.063
'0:04.877',-0.009,-0.047,-0.037,0.028,0.014,-0.043,0.019,-0.163,-0.188,-0.156,-0.112,-0.063
'0:04.878',-0.009,-0.051,-0.042,0.031,0.016,-0.047,0.019,-0.159,-0.184,-0.156,-0.112,-0.063
'0:04.879',-0.006,-0.056,-0.050,0.031,0.022,-0.053,0.019,-0.163,-0.188,-0.163,-0.112,-0.069
'0:04.880',-0.003,-0.059,-0.056,0.031,0.026,-0.058,0.016,-0.172,-0.194,-0.159,-0.112,-0.069
'0:04.881',-0.003,-0.066,-0.062,0.034,0.029,-0.064,0.012,-0.175,-0.194,-0.163,-0.119,-0.075
'0:04.882',0.003,-0.069,-0.072,0.033,0.038,-0.071,0.009,-0.181,-0.194,-0.163,-0.116,-0.075
'0:04.883',0.003,-0.075,-0.078,0.036,0.041,-0.077,0.012,-0.181,-0.194,-0.163,-0.119,-0.075
'0:04.884',0.000,-0.078,-0.078,0.039,0.039,-0.078,0.009,-0.178,-0.194,-0.163,-0.119,-0.078
'0:04.885',-0.003,-0.081,-0.078,0.042,0.038,-0.080,0.012,-0.175,-0.200,-0.169,-0.119,-0.075
'0:04.886',-0.006,-0.078,-0.072,0.042,0.033,-0.075,0.012,-0.178,-0.200,-0.172,-0.125,-0.075
'0:04.887',-0.006,-0.075,-0.069,0.041,0.031,-0.072,0.012,-0.188,-0.200,-0.175,-0.125,-0.075
'0:04.888',-0.011,-0.074,-0.063,0.042,0.026,-0.069,0.009,-0.184,-0.200,-0.178,-0.125,-0.075
'0:04.889',-0.016,-0.075,-0.059,0.046,0.022,-0.068,0.012,-0.181,-0.200,-0.175,-0.125,-0.075
'0:04.890',-0.019,-0.076,-0.057,0.048,0.019,-0.067,0.016,-0.181,-0.203,-0.175,-0.128,-0.072
'0:04.891',-0.022,-0.081,-0.059,0.052,0.019,-0.071,0.019,-0.181,-0.206,-0.181,-0.131,-0.069
'0:04.892',-0.024,-0.081,-0.057,0.053,0.017,-0.069,0.019,-0.191,-0.213,-0.178,-0.134,-0.072
'0:04.893',-0.025,-0.084,-0.059,0.055,0.017,-0.072,0.019,-0.194,-0.213,-0.181,-0.137,-0.075
'0:04.894',-0.029,-0.087,-0.058,0.059,0.014,-0.073,0.016,-0.197,-0.213,-0.181,-0.137,-0.084
'0:04.895',-0.034,-0.091,-0.056,0.063,0.011,-0.074,0.012,-0.194,-0.213,-0.188,-0.144,-0.088
'0:04.896',-0.042,-0.098,-0.056,0.070,0.007,-0.078,0.019,-0.194,-0.219,-0.188,-0.144,-0.088
'0:04.897',-0.047,-0.106,-0.059,0.077,0.006,-0.083,0.012,-0.200,-0.219,-0.194,-0.150,-0.094
'0:04.898',-0.045,-0.112,-0.067,0.079,0.011,-0.090,0.012,-0.191,-0.216,-0.194,-0.150,-0.094
'0:04.899',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.012,-0.200,-0.225,-0.200,-0.156,-0.100
'0:04.900',-0.053,-0.131,-0.078,0.092,0.013,-0.105,0.012,-0.203,-0.225,-0.200,-0.166,-0.106
'0:04.901',-0.056,-0.134,-0.078,0.096,0.011,-0.106,0.012,-0.213,-0.231,-0.206,-0.175,-0.113
'0:04.902',-0.061,-0.142,-0.081,0.102,0.009,-0.111,0.012,-0.213,-0.241,-0.206,-0.175,-0.113
'0:04.903',-0.066,-0.150,-0.084,0.108,0.009,-0.118,0.012,-0.219,-0.244,-0.212,-0.181,-0.113
'0:04.904',-0.069,-0.150,-0.081,0.109,0.006,-0.116,0.012,-0.222,-0.250,-0.222,-0.181,-0.109
